Expr1	CAS	Systematic Name	Synonyms	Molecular Weight in kg/kmol	Formula	Boiling Point in K	Melting Point in K	Flash Point in K	Vapor Pressure in kPa	Viscosity in kg/m-s	Thermal Conductivity in J/(m-s-K)	Surface Tension in kg/s2	Density in kg/m3	Oral Rat LD50 in mg/kg	Fathead Minnow LC50 in mg/L	Boiling Point Source	Melting Point Source	Flash Point Source	Vapor Pressure Source	Viscosity Source	Thermal Conductivity Source	Surface Tension Source	Density Source	Oral Rat LD50 Source	Fathead Minnow LC50 Source	g_ethanol	g_acetone	g_diethyl_ether	g_water	g_benzene	g_cis_2_heptene	g_n_propyl_chloride	g_n_heptadecane	g_n_propylamine	g_dimethyl_disulfide	OSHA_TWA	GWP	PCO	OD	AP	antoineConstantA	antoineConstantB	antoineConstantC	antoineTmin	antoineTmax	antoineSource	Est Tc in K	Est Pc in bar	Est omega
9	6422-86-2	bis(2-ethylhexyl) benzene-1,4-dicarboxylate	1,4-Benzenedicarboxylic acid, 1,4-bis(2-ethylhexyl) ester;1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester;1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl)ester (9CI);144981-82-8;4-09-00-03306 (Beilstein Handbook Reference);6422-86-2;AI3-17104;BRN 2302822;Bis(2-ethylhexyl) terephthalate;CCRIS 7052;Di(2-ethylhexyl) terephthalate;Di-(2-ethylhexyl) terephthalate;EINECS 229-176-9;HSDB 6150;Kodaflex DOTP;Terephthalic acid, bis(2-ethylhexyl) ester;	390.56	C24H38O4	656.15	225.15	481.55	1.44E-07	0.03	0.13	0.03	980.00	21279.74	23.29	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.67	1.05	0.48	10.56	0.60	0.63	0.51	1.05	0.63	1.15												844.43	10.13	1.06
9	6423-43-4	1-nitrooxypropan-2-yl nitrate	1,2-Propanediol dinitrate;1,2-Propanediol, 1,2-dinitrate;1,2-Propanediol, dinitrate;1,2-Propylene glycol dinitrate;4-01-00-02497 (Beilstein Handbook Reference);6423-43-4;BRN 1709968;EINECS 229-180-0;HSDB 6823;Isopropylene nitrate;NSC 62614;PGDN;Propane-1,2-diyl dinitrate;Propylene dinitrate;Propylene glycol 1,2-dinitrate;Propylene glycol dinitrate;Propylene nitrate;	166.09	C3H6N2O6	457.02	257.86	364.80	5.07E-02	3.61e-03	0.16	0.04	1440.00	250.26	13.49	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-Propred	Exp	Pred-HC	Exp	Pred-HC	0.43	0.90	0.91	1.45	2.21	1.55	1.00	2.53	0.85	1.74												856.44	43.97	0.82
9	6425-41-8	4-cyclohexylmorpholine	4-27-00-00034 (Beilstein Handbook Reference);4-Cyclohexylmorpholine;6425-41-8;BRN 0106846;Cyclohexylmorpholine;EINECS 229-195-2;Morpholine, 4-cyclohexyl-;Morpholine, 4-cyclohexyl-, (aerosol);N-(1-Cyclohexenyl)morpholine;N-Cyclohexylmorpholine;N-Cyclohexylmorpholine aerosol;NSC 151054;	169.26	C10H19NO	520.20	289.32	342.75	8.07E-03	0.01	0.14	0.03	1000.00	178.10	313.76	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	3.25	1.80	0.85	15.54	0.72	1.12	0.97	1.47	1.34	0.52												714.53	33.03	0.42
9	6553-48-6	1,2-bis(ethenyl)cyclobutane	6553-48-6;trans-1,2-Divinylcyclobutane;	108.18	C8H12	385.65	220.64	293.48	1.58E+00	7.9e-04	0.12	0.02	810.00	3676.82	1.44	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	18.70	2.21	0.96	2.36	1.13	1.07	1.64	0.71	1.61	0.89												596.14	28.46	0.28
9	6607-45-0	[(E)-1,2-bis(chloranyl)ethenyl]benzene	1,2-Dichloro-1-phenylethene;6607-45-0;Benzene, (1,2-dichloroethenyl)-;Dwuchlorostyren;Dwuchlorostyren [Polish];NSC 50764;NSC 72540;Styrene, alpha,beta-dichloro-;alpha,beta-Dichlorostyrene;	173.04	C8H6Cl2	533.90	277.11	366.83	2.15E-02	2.32e-03	0.12	0.03	1270.00	4000.80	1.93	Pred-HC	Pred-Propred	Pred-HC	Pred-Lee_Kesler	Pred-HC	Pred-Propred	Pred-Cranium	Pred-HC	Exp	Pred-HC	1.49	0.92	0.82	5.69	0.88	1.39	0.83	2.04	1.04	0.93												744.34	40.87	0.34
9	6607-49-4	1-(2-ethenoxyethylsulfanyl)butane	2-(Butylmercapto)ethyl vinyl ether;4-01-00-02435 (Beilstein Handbook Reference);6607-49-4;BRN 1702030;Ether, 2-(butylthio)ethyl vinyl;Vinyl 2-(butylmercaptoethyl) ether;	160.28	C8H16OS	481.98	189.96	353.65	8.40E-02	1.55e-03	0.13	0.03	910.00	2831.14	10.96	Pred-Propred	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.65	1.12	0.90	2.77	0.73	1.30	1.09	2.73	1.05	0.97												671.85	26.47	0.49
9	6607-53-0	1-ethenoxy-2-methylsulfanyl-ethane	4-01-00-02434 (Beilstein Handbook Reference);6607-53-0;BRN 1741643;Ether, 2-(methylthio)ethyl vinyl;Methylvinyloxyethyl sulfide;Sulfide, methylvinyloxyethyl-;	118.20	C5H10OS	423.03	200.85	319.05	1.03E+00	6.4e-04	0.13	0.02	930.00	3145.51	68.93	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.19	0.95	1.18	1.56	0.86	2.03	1.40	5.54	1.21	0.91												618.33	38.06	0.37
9	6609-56-9	2-methoxybenzenecarbonitrile	2-Methoxybenzonitrile;6609-56-9;EINECS 229-559-0;	133.15	C8H7NO	528.65	297.65	376.55	8.15E-03	2.46e-03	0.14	0.03	1080.00	953.10	70.92	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.91	0.92	1.62	7.03	1.01	3.43	0.96	58.56	1.09	0.41												737.29	35.37	0.52
9	6622-76-0	methyl (E)-2-methylbut-2-enoate	2-Butenoic acid, 2-methyl-, methyl ester, (2E)-;2-Butenoic acid, 2-methyl-, methyl ester, (E)-;2-Carbomethoxy-2-butene, (E)-;4-02-00-01553 (Beilstein Handbook Reference);6622-76-0;AI3-35988;BRN 1720455;Crotonic acid, 2-methyl-, methyl ester, (E)-;Crotonic acid, 2-methyl-, methyl ester, (E)- (8CI);EINECS 229-575-8;Methyl (E)-2-methylcrotonate;Methyl 2-methylcrotonate;Methyl alpha-methylcrotonate;Methyl tiglate;Methyl trans-2-methyl-2-butenoate;Methyl trans-2-methylcrotonate;NSC 55277;Tiglic acid, methyl ester (6CI,7CI);	114.14	C6H10O2	412.15	251.24	308.15	1.58E+00	1.102669e-03	0.13	0.02	950.00	2859.32	40.45	Exp	Pred-HC	Exp	Pred-Lee_Kesler	Pred-Cranium	Pred-Propred	Pred-HC	Exp	Pred-HC	Pred-HC	1.46	1.23	1.05	3.12	0.71	1.32	0.98	4.13	1.00	0.82						6.71	1678.33	-55.72	276.86	463.83	Yaws	580.57	34.17	0.41
9	6624-70-0	bis(3-methylbutyl) hexanedioate	4-02-00-01963 (Beilstein Handbook Reference);6624-70-0;Adipic acid bis(3-methylbutyl) ester;Adipic acid, diisopentyl ester;BRN 1794641;Bis(3-methylbutyl) adipate;Di(3-methylbutyl)adipate;Diisoamyl adipate;Hexanedioic acid, bis(3-methylbutyl) ester (9CI);NSC 53822;	286.41	C16H30O4	589.00	244.64	405.75	1.41E-05	7.67e-03	0.14	0.02	950.00	8472.42	2.34	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	2.48	0.96	0.56	15.47	0.64	0.96	0.50	2.77	0.55	0.61												760.10	14.27	0.94
9	6628-18-8	1,2-bis(methylsulfanyl)ethane	1,2-Bis(methylmercapto)ethane;1,2-Bis(methylthio)ethane;2,5-Dithiahexane;6628-18-8;Ethane, 1,2-bis(methylthio)-;Ethane, 1,2-bis(methylthio)- (9CI);NSC 60544;	122.25	C4H10S2	456.15	190.11	333.05	2.21E-01	8.6e-04	0.12	0.03	1000.00	1132.90	426.91	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	0.55	0.80	1.14	2.01	0.89	1.84	0.97	4.92	0.89	0.99						6.29	1663.59	-67.68	299.56	517.64	Yaws	650.48	43.12	0.30
9	6628-21-3	ethyl 2,3-bis(chloranyl)propanoate	6628-21-3;EINECS 229-607-0;Ethyl 2,3-dichloropropionate;Ethyl alpha,beta-dichloropropionate;NSC 60553;Propanoic acid, 2,3-dichloro-, ethyl ester;Propionic acid, 2,3-dichloro-, ethyl ester;	171.02	C5H8O2Cl2	456.65	247.25	337.07	1.53E-01	1.23e-03	0.13	0.03	1240.00	367.63	50.62	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	2.06	0.65	1.32	2.34	1.10	2.60	0.95	9.98	0.86	0.83												656.77	35.25	0.44
9	6630-33-7	2-bromanylbenzaldehyde	2-Bromobenzaldehyde;6630-33-7;Benzaldehyde, 2-bromo-;Benzaldehyde, o-bromo-;EINECS 229-622-2;NSC 60390;o-Bromobenzaldehyde;	185.02	C7H5OBr	503.15	294.65	369.35	2.13E-02	2.09e-03	0.13	0.04	1580.00	2315.56	3.20	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	0.86	0.80	0.86	5.35	0.95	1.41	0.82	1.76	0.94	0.99												735.80	41.56	0.43
9	6669-13-2	(2-methylpropan-2-yl)oxybenzene	(1,1-Dimethylethoxy)benzene;6669-13-2;Benzene, (1,1-dimethylethoxy)-;	150.22	C10H14O	458.65	249.15	353.56	3.87E-02	1.94e-03	0.12	0.03	920.00	1471.46	19.81	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	2.99	0.69	0.62	26.36	0.92	0.87	0.45	2.97	0.57	0.25												676.66	30.29	0.44
9	6683-92-7	1-phenylpentan-2-one	1-Phenylpentan-2-one;2-Pentanone, 1-phenyl-;6683-92-7;AI3-24761;EINECS 229-726-8;	162.23	C11H14O	514.04	271.57	370.92	2.84E-03	2.77e-03	0.13	0.03	960.00	2871.41	18.21	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	3.96	1.00	0.89	77.58	0.81	1.89	0.60	5.45	0.97	0.66												712.00	27.66	0.52
9	6707-01-3	chloromethyloxybenzene	(Chloromethoxy)benzene;6707-01-3;Benzene, (chloromethoxy)-;	142.58	C7H7OCl	478.16	283.68	358.47	7.87E-02	2.02e-03	0.13	0.03	1160.00	1086.97	28.55	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	6.17	0.89	2.05	6.69	1.04	4.75	1.26	52.27	1.45	0.82														
9	6707-60-4	1,6-dioxacycloheptadecan-7-one	1,6-Dioxacycloheptadecan-17-one;1,6-Dioxacycloheptadecan-7-one;12-Oxa-1,16-hexadecanolide;12-Oxahexadecan-16-olide;12-Oxahexadecanolide;16-Hydroxy-12 oxahexadecanoic acid, omega-lactone;16-Hydroxy-12-oxahexadecanoic acid, omega-lactone;5-19-04-00070 (Beilstein Handbook Reference);6707-60-4;BRN 0158802;Cervolide;EINECS 229-755-6;Hibiscolide;NSC 34741;Undecanoic acid, 11-(4-hydroxybutoxy)-, omicron-lactone;	256.38	C15H28O3	617.96	289.51	447.55	1.74E-06	6.57e-03	0.39	0.03	980.00	2044.70	4.26	Pred-HC	Pred-HC	Exp	Pred-Lee_Kesler	Pred-HC	Pred-Propred	Pred-Cranium	Exp	Pred-HC	Pred-HC	2.22	1.10	0.62	7.92	0.61	1.15	0.65	3.50	0.68	0.32												831.82	35.67	0.79
9	6709-39-3	2,6-dimethylhepta-1,5-diene	1,5-Heptadiene, 2,6-dimethyl-;2,6-Dimethylhepta-1,5-diene;6709-39-3;EINECS 229-757-7;	124.22	C9H16	416.15	203.15	299.63	8.16E-01	5.5e-04	0.12	0.02	750.00	3597.71	0.99	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	17.32	2.85	0.91	6.34	1.24	0.99	1.31	0.94	1.70	1.98						6.76	1711.11	-56.84	280.72	467.58	Yaws	601.32	25.55	0.33
9	6711-48-4	N-[3-(dimethylamino)propyl]-N',N'-dimethyl-propane-1,3-diamine	1,3-Propanediamine, N'-(3-(dimethylamino)propyl)-N,N-dimethyl-;1,3-Propanediamine, N3-(3-(dimethylamino)propyl)-N1,N1-dimethyl-;2,6,10-Triazaundecane, 2,10-dimethyl-;3-04-00-00565 (Beilstein Handbook Reference);6711-48-4;86003-72-7;AI3-16566;BRN 0635876;Bis(3-dimethylamino-1-propyl)amine;Bis(3-dimethylaminopropyl)amine;Bis-(dimethylaminopropyl)amine;Dipropylamine, 3,3'-bis(dimethylamino)- (8CI);Dipropylenetriamine, N,N,N',N'-tetramethyl-;EINECS 229-761-9;N'-(3-(Dimethylamino)propyl)-N,N-dimethyl-1,3-propanediamine;N'-(3-(Dimethylamino)propyl)-N,N-dimethylpropane-1,3-diamine;N,N,N',N'-Tetramethyldipropylenetriamine;NSC 129937;Tetramethyldipropylenetriamine;	187.33	C10H25N3	500.33	217.36	371.45	7.40E-03	2.77e-03	0.22	0.02	840.00	1363.71	1047.51	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-Propred	Pred-HC	Exp	Exp	Pred-HC	0.19	0.83	0.64	2.79	0.59	0.91	0.58	1.80	0.46	0.78												693.34	18.26	0.72
9	6728-26-3	(E)-hex-2-enal	2-Hexenal, (2E)-;2-Hexenal, (E)-;2-trans-Hexenal;4-01-00-03468 (Beilstein Handbook Reference);6728-26-3;AI3-35157;BRN 1699684;CCRIS 4565;EINECS 229-778-1;FEMA No. 2560;UNII-69JX3AIR1I;beta-Propyl acrolein;trans-2-Hexenal;trans-2-Hexenal (leaf aldehyde);trans-2-Hexenal (leaf aldehyde) (natural);trans-Hex-2-enal;	98.14	C6H10O	419.65	242.37	308.15	5.25E-01	5.8e-04	0.14	0.02	850.00	779.71	18.03	Exp	Pred-HC	Exp	Pred-Lee_Kesler	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.35	1.06	1.25	3.49	0.95	2.27	0.95	5.86	0.80	0.29						6.48	1622.33	-57.81	278.11	475.16	Yaws	611.93	31.58	0.42
9	6735-35-9	2-[2-hydroxyethyl(propyl)amino]ethanol	2,2'-(Propylimino)bisethanol;6735-35-9;EINECS 229-786-5;Ethanol, 2,2'-(propylimino)bis-;N-Propyldiethanolamine;	147.22	C7H17NO2	534.97	294.85	375.05	9.79E-05	0.03	0.17	0.03	980.00	3013.39	3064.17	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	0.68	1.84	2.50	2.21	2.58	7.03	2.29	135.87	0.35	0.32												696.54	27.00	1.13
9	6737-11-7	but-3-en-2-yl ethanoate	1-Methylallyl acetate;6737-11-7;	114.14	C6H10O2	384.26	195.82	292.85	2.17E+00	6.7e-04	0.14	0.02	900.00	3727.32	110.17	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	3.54	1.15	1.23	2.36	1.23	2.78	1.07	13.12	1.08	0.61														
9	6738-23-4	1-methoxy-2,4-dimethyl-benzene	2,4-Dimethylanisole;6738-23-4;AI3-21151;Benzene, 1-methoxy-2,4-dimethyl-;EINECS 229-794-9;	136.19	C9H12O	465.15	264.53	338.25	5.07E-02	1.25e-03	0.13	0.03	930.00	1514.89	18.06	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	6.00	1.50	1.06	82.02	0.98	2.00	0.95	5.01	1.36	0.87												674.47	32.31	0.47
9	6739-34-0	propyl cyclohexanecarboxylate	6739-34-0;AI3-19657;Cyclohexanecarboxylic acid, propyl ester;EINECS 229-798-0;Propyl cyclohexanecarboxylate;	170.25	C10H18O2	488.65	246.15	351.31	1.87E-02	1.4e-03	0.13	0.03	960.00	3396.61	7.82	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	4.85	1.95	0.75	22.41	0.90	1.09	0.77	1.52	0.92	0.56												681.75	27.13	0.49
9	6742-54-7	undecylbenzene	1-Phenylundecane;6742-54-7;Benzene, undecyl-;EINECS 229-806-2;HSDB 5177;NSC 251008;UNII-8C9LPO3Q9T;Undecane, 1-phenyl-;Undecane, 1-phenyl- (8CI);Undecanylbenzene;Undecylbenzene;n-Undecylbenzene;	232.40	C17H28	589.15	268.15	409.82	3.23E-05	4.2e-03	0.14	0.03	860.00	3916.21	0.68	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	11.11	1.64	0.64	443.96	0.77	0.86	0.71	1.21	0.95	1.40			0.35			6.60	2272.37	-92.65	268.00	764.00	Yaws	752.47	16.34	0.66
9	6753-24-8	butyl 4-[2,4-bis(chloranyl)phenoxy]butanoate	2,4-DB butyl ester;2,4-DB-butyl;4-(2,4-Dichlorophenoxy)butyric acid butyl ester;6753-24-8;Butanoic acid, 4-(2,4-dichlorophenoxy)-, butyl ester;Butyl 4-(2,4-dichlorophenoxy)butanoate;Butyl 4-(2,4-dichlorophenoxy)butyrate;Butyric acid, 4-(2,4-dichlorophenoxy)-, butyl ester;Caswell No. 316B;EINECS 229-814-6;EPA Pesticide Chemical Code 030856;	305.20	C14H18O3Cl2	580.56	279.98	412.52	6.16E-07	0.01	0.14	0.04	1190.00	300.34	1.84	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	1.23	0.69	0.74	4.18	0.64	1.46	0.58	8.53	0.59	0.47												820.85	19.09	0.88
9	6765-39-5	heptadec-1-ene	1-Heptadecene;6765-39-5;AI3-36483;EINECS 229-825-6;NSC 77132;	238.45	C17H34	573.15	284.65	414.59	6.05E-05	3.32e-03	0.14	0.02	780.00	8235.87	0.02	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	13.36	2.77	0.69	17.69	0.86	0.76	0.87	1.02	1.36	2.29						6.48	2126.37	-99.03	284.40	736.00	Yaws	726.42	13.47	0.71
9	6781-98-2	2-chloranyl-1,3-dimethyl-benzene	2-Chloro-1,3-dimethylbenzene;6781-98-2;EINECS 229-843-4;	140.61	C8H9Cl	459.15	238.15	336.45	1.00E-01	1.18e-03	0.12	0.03	1050.00	1540.06	9.44	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.48	1.28	0.87	30.11	1.01	1.58	0.84	1.87	1.27	0.92						6.15	1618.22	-68.79	299.10	524.73	Yaws	692.28	35.92	0.36
9	6785-23-5	undecylcyclopentane	6785-23-5;n-Undecylcyclopentane;	224.43	C16H32	569.15	263.15	399.13	9.11E-05	3.42e-03	0.13	0.02	810.00	6520.32	0.03	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	14.54	4.29	0.79	160.97	1.03	0.84	0.94	1.00	1.86	1.76						6.28	1978.50	-106.46	427.15	743.30	Yaws	729.11	15.58	0.62
9	6789-80-6	(Z)-hex-3-enal	(Z)-Hex-3-enal;3-(Z)-Hexenal;3-Hexenal, (3Z)-;3-Hexenal, (Z)-;3-Hexenal, cis-;4-01-00-03469 (Beilstein Handbook Reference);6789-80-6;BRN 1720171;EINECS 229-854-4;FEMA No. 2561;cis-3-Hexenal;cis-beta,gamma-Hexylenic aldehyde;	98.14	C6H10O	394.15	243.70	333.15	7.23E-01	5.7e-04	0.14	0.02	850.00	1559.32	24.94	Exp	Pred-HC	Exp	Pred-Lee_Kesler	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.35	1.06	1.25	3.49	0.95	2.27	0.95	5.86	0.80	0.29						6.46	1532.47	-50.72	259.42	447.12	Yaws	599.04	35.31	0.44
9	6789-94-2	1-ethylpiperidin-3-amine	3-Amino-N-ethylpiperidine;3-Piperidinamine, 1-ethyl-;6789-94-2;AI3-52444;EINECS 229-857-0;	128.22	C7H16N2	428.15	289.72	333.75	6.13E-02	4.34e-03	0.17	0.03	900.00	1055.08	727.50	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	0.73	1.52	1.03	1.44	0.76	1.38	0.79	1.82	1.01	0.47												672.94	41.51	0.50
9	6794-94-1	1,2-diethyl-1,2-diaziridine	1,2-Diethyldiaziridine;6794-94-1;EINECS 229-864-9;	100.16	C5H12N2	421.76	209.43	275.75	3.89E+00	3.24e-03	0.13	0.02	910.00	3997.83	144.03	Pred-Propred	Pred-HC	Exp	Pred-HC	Pred-Propred	Pred-Cranium	Pred-Cranium	Exp	Exp	Pred-HC	10.76	5.48	1.19	104.85	1.53	1.05	1.45	0.50	2.37	3.15												600.75	35.55	0.37
9	6795-87-5	2-methoxybutane	2-01-00-00402 (Beilstein Handbook Reference);2-Butyl methyl ether;2-Methoxybutane;6795-87-5;BRN 1730944;Butane, 2-methoxy- (9CI);Ether, sec-butyl methyl;Methyl 1-methylpropyl ether;Methyl sec-butyl ether;sec-Butyl methyl ether;	88.15	C5H12O	338.15	173.15	243.15	2.77E+01	3.7e-04	0.12	0.02	750.00	1068.67	490.70	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	3.17	1.77	0.99	171.59	0.83	1.16	1.59	0.97	1.34	1.44						6.27	1273.30	-34.06	152.84	498.00	Yaws	503.30	34.86	0.33
9	6846-50-0	[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate	1,3-Pentanediol, 2,2,4-trimethyl-, diisobutyrate (ester);1-Isopropyl-2,2-dimethyltrimethylene diisobutyrate;2,2,4-Trimethyl-1,3-pentanediol ester;2,2,4-Trimethylpentanediol-1,3-diisobutyrate;2,2,4-trimethyl-1,3-pentanediol diisobutyrate;53490-81-6;6846-50-0;BRN 1878083;EINECS 229-934-9;Isobutyric acid, 1-isopropyl-2,2-dimethyltrimethylene ester;Kodaflex TXIB;Propanoic acid, 2-methyl-, 1,1'-(2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl) ester;Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl ester;TXIB;	286.41	C16H30O4	528.18	285.79	401.15	7.05E-05	3.9e-03	0.12	0.02	940.00	3747.32	1.94	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.97	1.18	0.55	23.70	0.67	0.85	0.53	1.90	0.62	0.81			0.09									740.05	14.19	0.77
9	6863-58-7	2-butan-2-yloxybutane	0-01-00-00372 (Beilstein Handbook Reference);2,2'-Oxybisbutane;6863-58-7;BRN 1733014;Bis(2-butyl)ether;Butane, 2,2'-oxybis-;Di-sec-butyl ether;EINECS 229-961-6;sec-Butyl ether;	130.23	C8H18O	399.39	173.15	288.36	2.17E+00	4.9e-04	0.12	0.02	770.00	801.78	40.34	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	7.09	3.48	0.94	551.15	1.12	0.98	1.24	0.82	1.72	3.12						6.35	1515.43	-45.89	173.15	559.00	Yaws	556.80	18.11	0.37
9	6881-94-3	2-(2-propoxyethoxy)ethanol	2-(2-Propoxyethoxy)ethanol;6881-94-3;EINECS 229-985-7;Ethanol, 2-(2-propoxyethoxy)-;	148.20	C7H16O3	491.74	230.09	363.89	1.15E-02	3.88e-03	0.16	0.02	970.00	6976.97	4525.36	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.00	1.26	1.24	2.55	1.26	2.47	0.97	20.48	0.87	0.56			0.76											
9	6891-45-8	2-butyl-4-methyl-phenol	2-Butyl-p-cresol;6891-45-8;EINECS 229-996-7;	164.24	C11H16O	501.15	292.15	388.70	1.91E-03	4.26e-03	0.13	0.03	970.00	1325.03	2.52	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.79	0.38	0.58	14.50	0.99	0.96	0.36	5.43	0.49	0.12						6.70	1977.23	-80.47	341.29	562.28	Yaws	751.92	30.97	0.67
9	6920-22-5	hexane-1,2-diol	1,2-Dihydroxyhexane;1,2-Hexanediol;5,6-Dihydroxyhexane;6920-22-5;87760-48-3;AI3-13210;DL-1,2-Hexanediol;EINECS 230-029-6;	118.17	C6H14O2	495.06	237.92	395.15	2.63E-03	0.02	0.15	0.02	950.00	2979.33	923.10	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	0.78	1.71	2.69	2.20	3.32	7.64	2.50	141.34	0.25	0.16						8.74	3347.41	-0.15	411.43	650.10	Yaws	678.48	40.85	0.98
9	6921-27-3	3-prop-2-ynoxyprop-1-yne	2-Propynyl ether;4-01-00-02216 (Beilstein Handbook Reference);6921-27-3;BRN 1735850;Propargyl ether;	94.11	C6H6O	417.22	246.35	304.70	6.52E-01	1.7e-04	0.13	0.02	960.00	539.12	60.52	Pred-HC	Pred-Propred	Pred-HC	Pred-HC	Pred-Propred	Pred-HC	Pred-Cranium	Pred-HC	Exp	Pred-HC	3.76	0.99	1.93	1.84	0.80	5.94	1.56	47.47	1.28	0.86												569.23	45.65	0.38
9	6921-35-3	3,3-dimethyloxetane	1,3-Epoxy-2,2-dimethylpropane;3,3-Dimethyloxetane;3,3-Dimethyltrimethylene oxide;5-17-01-00085 (Beilstein Handbook Reference);6921-35-3;BRN 0102430;Oxetane, 3,3-dimethyl- (9CI);Propane, 1,3-epoxy-2,2-dimethyl-;beta,beta-Dimethyltrimethylene oxide;	86.13	C5H10O	353.75	194.41	266.63	7.55E+00	6.0e-04	0.11	0.02	860.00	2582.83	179.42	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.89	1.70	1.02	70.34	0.92	1.30	1.64	1.21	1.36	1.07												542.65	39.98	0.22
