Expr1	CAS	Systematic Name	Synonyms	Molecular Weight in kg/kmol	Formula	Boiling Point in K	Melting Point in K	Flash Point in K	Vapor Pressure in kPa	Viscosity in kg/m-s	Thermal Conductivity in J/(m-s-K)	Surface Tension in kg/s2	Density in kg/m3	Oral Rat LD50 in mg/kg	Fathead Minnow LC50 in mg/L	Boiling Point Source	Melting Point Source	Flash Point Source	Vapor Pressure Source	Viscosity Source	Thermal Conductivity Source	Surface Tension Source	Density Source	Oral Rat LD50 Source	Fathead Minnow LC50 Source	g_ethanol	g_acetone	g_diethyl_ether	g_water	g_benzene	g_cis_2_heptene	g_n_propyl_chloride	g_n_heptadecane	g_n_propylamine	g_dimethyl_disulfide	OSHA_TWA	GWP	PCO	OD	AP	antoineConstantA	antoineConstantB	antoineConstantC	antoineTmin	antoineTmax	antoineSource	Est Tc in K	Est Pc in bar	Est omega
7	79-36-7	2,2-bis(chloranyl)ethanoyl chloride	2,2-Dichloroacetyl chloride;4-02-00-00504 (Beilstein Handbook Reference);79-36-7;Acetyl chloride, 2,2-dichloro-;Acetyl chloride, dichloro-;BRN 1209426;CCRIS 6011;Chlorid kyseliny dichloroctove;Chlorid kyseliny dichloroctove [Czech];Chlorure de dichloracetyle;Chlorure de dichloracetyle [French];Dichloracetyl chloride;Dichloroacetyl chloride;Dichloroacetyl chloride [UN1765]  [Corrosive];Dichloroethanoyl chloride;EINECS 201-199-9;HSDB 5229;UN1765;UNII-52O60099FY;alpha,alpha-Dichloroacetyl chloride;	147.39	C2HOCl3	381.15	232.29	304.95	3.07E+00	1.17e-03	0.13	0.03	1580.00	2457.19	60.31	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-Cranium	Pred-HC	Exp	Exp	Pred-HC	0.52	0.68	1.18	1.51	1.46	2.44	0.89	4.36	0.90	0.99						6.43	1456.95	-53.17	298.15	579.00	Yaws	621.39	52.41	0.33
7	79-41-4	2-methylprop-2-enoic acid	16809-88-4 (calcium salt);2-Methyl-2-propenoic acid;2-Methylacrylic acid;2-Methylenepropionic acid;2-Methylpropenoic acid;2-Propenoic acid, 2-methyl-;4-02-00-01518 (Beilstein Handbook Reference);463311-95-7;5536-61-8 (hydrochloride salt);562836-84-4;79-41-4;AI3-15724;Acide methacrylique;Acide methacrylique [French];Acido metacrilico;Acido metacrilico [Spanish];Acrylic acid, 2-methyl-;BRN 1719937;CCRIS 5925;EINECS 201-204-4;HSDB 2649;Kyselina methakrylova;Kyselina methakrylova [Czech];Methacrylic acid;Methacrylic acid, inhibited;Methacrylic acid, inhibited [UN2531]  [Corrosive];NSC 7393;Propenoic acid, 2-methyl;Propionic acid, 2-methylene-;UN2531;UNII-1CS02G8656;alpha-Methylacrylic acid;	86.09	C4H6O2	436.15	289.15	347.32	1.32E-01	1.32e-03	0.14	0.02	1020.00	1059.26	129.29	Exp	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	0.73	1.24	1.94	0.75	2.73	5.72	2.68	71.26	1.23	0.36	70.00		5.21			6.43	1534.44	-87.77	288.15	643.00	Yaws	660.75	46.19	0.52
7	79-42-5	2-sulfanylpropanoic acid	13419-67-5 (mono-ammonium salt);2-Mercaptopropanoic acid;2-Mercaptopropionic acid;2-Thiolactic acid;2-Thiolpropionic acid;35440-77-8 (strontium[2:1] salt);4-03-00-00682 (Beilstein Handbook Reference);71563-86-5;79-42-5;BRN 0506218;EINECS 201-206-5;FEMA No. 3180;Propanoic acid, 2-mercapto-;Propionic acid, 2-mercapto-;Thiolactic acid;Thiolactic acid [UN2936]  [Poison];UN2936;alpha-Mercaptopropanoic acid;alpha-Mercaptopropionic acid;	106.14	C3H6O2S	458.03	285.15	351.58	1.07E-02	2.88e-03	0.22	0.03	1230.00	186.41	124.13	Pred-Propred	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.52	2.12	5.88	5.95	2.71	20.33	5.00	1354.01	2.18	0.55												698.53	52.57	0.57
7	79-43-6	2,2-bis(chloranyl)ethanoic acid	13425-80-4 (Parent);2,2-Dichloroacetic acid;4-02-00-00498 (Beilstein Handbook Reference);42428-47-7;79-43-6;AI3-18370;Acetic acid, 2,2-dichloro-;Acetic acid, dichloro-;BRN 1098596;Bichloracetic acid;CCRIS 4016;DCA (acid);Dichloracetic acid;Dichlorethanoic acid;Dichloroacetic acid;Dichloroacetic acid (IUPAC);Dichloroacetic acid [UN1764]  [Corrosive];Dichloroethanoic acid;EINECS 201-207-0;HSDB 6894;Kyselina dichloroctova;Kyselina dichloroctova [Czech];NSC 2654;UN1764;Urner's liquid;	128.94	C2H2O2Cl2	467.15	286.65	348.70	2.40E-02	4.98e-03	0.14	0.03	1630.00	2820.90	684.21	Exp	Exp	Exp	Exp	Exp	Pred-HC	Exp	Exp	Exp	Pred-HC	0.73	0.28	1.42	0.45	0.59	8.73	1.78	297.41	0.90	0.25	2.60					6.77	1869.03	-75.08	286.55	686.00	Yaws	664.72	50.96	0.56
7	79-44-7	N,N-dimethylcarbamoyl chloride	(Dimethylamino)carbonyl chloride;342009-25-0;4-04-00-00224 (Beilstein Handbook Reference);79-44-7;BRN 0878197;CCRIS 257;Carbamic chloride, N,N-dimethyl-;Carbamic chloride, dimethyl-;Carbamoyl chloride, dimethyl-;Carbamyl chloride, N,N-dimethyl-;Chlorid kyseliny dimethylkarbaminove;Chlorid kyseliny dimethylkarbaminove [Czech];Chloroformic acid dimethylamide;Dimethyl carbamoyl chloride;Dimethylamid kyseliny chlormravenci;Dimethylamid kyseliny chlormravenci [Czech];Dimethylcarbamic acid chloride;Dimethylcarbamic chloride;Dimethylcarbamidoyl chloride;Dimethylcarbamoyl chloride;Dimethylcarbamoyl chloride [UN2262]  [Corrosive];Dimethylcarbamoylchloride;Dimethylcarbamyl chloride;Dimethylchloroformamide;Dimethylkarbamoylchlorid;Dimethylkarbamoylchlorid [Czech];EINECS 201-208-6;HSDB 2656;N,N-Dimethylcarbamic acid chloride;N,N-Dimethylcarbamidoyl chloride;N,N-Dimethylcarbamoyl chloride;N,N-Dimethylcarbamyl chloride;NSC 122671;RCRA waste no. U097;RCRA waste number U097;TL 389;UN2262;	107.54	C3H6NOCl	440.15	240.15	341.45	2.60E-01	8.2e-04	0.17	0.03	1170.00	999.10	268.62	Exp	Exp	Exp	Exp	Pred-HC	Pred-Propred	Pred-HC	Exp	Exp	Pred-HC	0.60	0.92	2.34	1.36	1.33	7.13	0.97	92.97	1.35	0.99												677.21	47.61	0.36
7	79-46-9	2-nitropropane	104306-46-9;2-NP;2-Nitropropane;79-46-9;AI3-00109;CCRIS 453;Dimethylnitromethane;EINECS 201-209-1;HSDB 1134;Isonitropropane;NSC 5369;Nipar S-20;Nipar S-20 solvent;Nipar S-30 solvent;Nitroisopropane;Propane, 2-nitro-;RCRA waste no. U171;RCRA waste number U171;beta-Nitropropane;	89.09	C3H7NO2	393.35	181.85	301.15	2.30E+00	7.2e-04	0.13	0.02	990.00	719.33	68.03	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Pred-HC	5.98	0.60	1.01	3.61	1.09	2.78	1.26	7.72	0.92	0.55	90.00					6.61	1671.26	-30.93	181.83	594.00	Yaws	593.74	43.76	0.37
7	79-52-7	1,1,3-tris(chloranyl)-1,3,3-tris(fluoranyl)propan-2-one	1,1,3-Trichloro-1,3,3-trifluoro-2-propanone;1,1,3-Trichlorotrifluoroacetone;1,1,3-Trifluoro-1,3,3-trichloroacetone;2-Propanone, 1,1,3-trichloro-1,3,3-trifluoro-;3FK;4-01-00-03222 (Beilstein Handbook Reference);79-52-7;Acetone, 1,1,3-trichloro-1,3,3-trifluoro-;BRN 1707474;NSC 73469;	215.39	C3OCl3F3	349.92	218.87	295.25	4.45E+00	6.9e-04	0.09	0.03	1710.00	276.83	18.92	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	0.82	0.84	0.83	0.88	1.23	1.61	0.59	2.67	0.64	0.77												623.40	36.69	0.30
7	79-55-0	1,2,2,6,6-pentamethylpiperidine	1,2,2,6,6-Pentamethylpiperidine;79-55-0;EINECS 201-211-2;M+B 4486;Pempidina;Pempidina [DCIT];Pempidine;Pempidinum;Pempidinum [INN-Latin];Perolysen;Piperidine, 1,2,2,6,6-pentamethyl-;Pyrilene;Tenormal;UNII-N5I18JI9D6;	155.28	C10H21N	420.15	272.21	323.15	6.21E-01	3.96e-03	0.11	0.02	800.00	783.62	92.09	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	13.05	4.95	0.96	116.20	1.29	0.97	1.15	0.88	2.17	2.03						6.23	1531.08	-57.95	273.35	479.63	Yaws	628.03	26.12	0.31
7	80-52-4	4-(2-azanylpropan-2-yl)-1-methyl-cyclohexan-1-amine	1,8-Diamino-p-menthane;1,8-Menthanediamine;14720-04-8;4-13-00-00023 (Beilstein Handbook Reference);80-52-4;AI3-23799;BRN 1098767;CCRIS 4836;Cyclohexanemethanamine, 4-amino-alpha,alpha,4-trimethyl-;EINECS 201-287-7;Menthane diamine;Menthanediamine;NSC 5612;USAF RH-4;p-Menthane-1,8-diamine;p-Menthane-1,8-diyldiamine;	170.30	C10H22N2	498.68	228.15	366.45	2.93E-04	0.01	0.14	0.02	910.00	703.59	65.36	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Exp	Exp	Exp	0.52	1.20	0.88	0.90	0.72	1.30	0.67	2.39	0.83	0.46												713.35	27.85	0.56
7	80-54-6	3-(4-tert-butylphenyl)butanal	2-(4-tert-Butylbenzyl)propionaldehyde;39390-70-0;4-07-00-00802 (Beilstein Handbook Reference);75166-25-5;80-54-6;AI3-36196;BRN 0880140;Benzenepropanal, 4-(1,1-dimethylethyl)-alpha-methyl-;EINECS 201-289-8;Hydrocinnamaldehyde, p-tert-butyl-alpha-methyl-;Lilial;Lilyal;NSC 22275;Propionaldehyde, beta-(4-tert-butylphenyl)-alpha-methyl-;alpha-Methyl, beta-(p-tert-butylphenyl)propionaldehyde;alpha-Methyl-p-(tert-butyl)hydrocinnamaldehyde;p-tert-Butyl-alpha-methyldihydrocinnamic aldehyde;p-tert-Butyl-alpha-methylhydrocinnamaldehyde;p-tert-Butyl-alpha-methylhydrocinnamic aldehyde;	204.31	C14H20O	555.24	296.03	381.15	3.95E-04	2.53e-03	0.12	0.03	950.00	1391.08	1.72	Pred-HC	Pred-Propred	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Exp	Exp	Pred-HC	2.07	0.91	0.76	47.87	0.68	1.50	0.68	4.36	0.66	0.41												743.77	19.93	0.63
7	80-56-8	(±)-a-Pinene	2,6,6-Trimethylbicyclo(3.1.1)-2-hept-2-ene;2,6,6-Trimethylbicyclo(3.1.1)hept-2-ene;2-Pinene;2-Pinene (8CI);2437-95-8;4,6,6-Trimethylbicyklo(3,1,1)hept-3-en;4,6,6-Trimethylbicyklo(3,1,1)hept-3-en [Czech];4-05-00-00456 (Beilstein Handbook Reference);80-56-8;AI3-24594;Acintene A;BRN 3194807;Bicyclo(3.1.1)hept-2-ene, 2,6,6-trimethyl;Bicyclo(3.1.1)hept-2-ene, 2,6,6-trimethyl-;CCRIS 697;DL-Pin-2(3)-ene;EINECS 201-291-9;EINECS 219-445-9;FEMA No. 2902;FEMA Number 2902;HSDB 720;Monoterpenes;NSC 7727;PINENE, ALPHA;Pinene isomer;UN2368;alpha-Pinene;alpha-Pinene (natural);alpha-Pinene [UN2368]  [Flammable liquid];	136.23	C10H16	429.05	209.15	305.37	6.33E-01	2.27e-03	0.11	0.02	880.00	3701.42	0.28	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Exp	3.47	3.01	0.99	20.09	1.43	1.01	1.16	0.64	1.51	1.84	111.00		1.26			6.18	1621.21	-41.50	209.15	632.00	Yaws	654.68	27.14	0.25
7	80-58-0	2-bromanylbutanoic acid	2-Bromobutanoic acid;2-Bromobutyric acid;2385-70-8;80-58-0;AI3-52295;Butanoic acid, 2-bromo-;Butyric acid, 2-bromo- (8CI);Butyric acid, alpha-bromo-;EINECS 201-294-5;NSC 8024;alpha-Bromobutyric acid;	167.00	C4H7O2Br	489.18	269.15	357.95	1.33E-02	4.49e-03	0.13	0.03	1620.00	776.51	172.31	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.13	0.95	1.88	1.92	1.78	4.90	1.88	74.67	0.99	0.44												682.59	49.13	0.62
7	80-62-6	methyl 2-methylprop-2-enoate	162221-54-7;2-(Methoxycarbonyl)-1-propene;2-Methyl-2-propenoic acid methyl ester;2-Methylacrylic acid, methyl ester;2-Propenoic acid, 2-methyl-, methyl ester;220713-32-6;4-02-00-01519 (Beilstein Handbook Reference);80-62-6;874217-13-7;AI3-24946;Acryester M;Acrylic acid, 2-methyl-, methyl ester;BRN 0605459;CCRIS 1364;Diakon;EINECS 201-297-1;HSDB 195;MMA;Metakrylan metylu;Metakrylan metylu [Polish];Methacrylate de methyle;Methacrylate de methyle [French];Methacrylic acid methyl ester;Methacrylic acid, methyl ester;Methacrylsaeuremethyl ester;Methacrylsaeuremethyl ester [German];Methyl 2-methyl-2-propenoate;Methyl 2-methylpropenoate;Methyl methacrylate;Methyl methacrylate monomer;Methyl methacrylate monomer, inhibited;Methyl methacrylate monomer, inhibited [UN1247]  [Flammable liquid];Methyl methylacrylate;Methyl-methacrylat;Methyl-methacrylat [German];Methylester kyseliny methakrylove;Methylester kyseliny methakrylove [Czech];Methylmethacrylaat;Methylmethacrylaat [Dutch];Methylmethacrylate;Metil metacrilato;Metil metacrilato [Italian];NCI-C50680;NSC 4769;Pegalan;RCRA waste no. U162;RCRA waste number U162;TEB 3K;UN1247;UNII-196OC77688;monocite" Methacrylate monomer;	100.12	C5H8O2	373.65	225.15	283.15	5.13E+00	8.8918e-04	0.14	0.02	910.00	7880.69	320.31	Exp	Exp	Exp	Exp	Pred-Cranium	Exp	Pred-Cranium	Exp	Exp	Exp	1.35	1.13	1.22	2.09	0.73	1.75	1.16	7.22	1.09	0.71	410.00		4.40			6.08	1254.41	-65.87	224.95	564.00	Yaws	549.53	38.52	0.35
7	80-63-7	methyl 2-chloranylprop-2-enoate	2-Chloroacrylic acid, methyl ester;2-Propenoic acid, 2-chloro-, methyl ester;2-Propenoic acid, 2-chloro-, methyl ester (9CI);4-02-00-01482 (Beilstein Handbook Reference);80-63-7;Acrylic acid, 2-chloro-, methyl ester;BRN 1421536;EINECS 201-298-7;HSDB 5238;Methyl 2-chloro-2-propenoate;Methyl 2-chloroacrylate;Methyl alpha-chloroacrylate;Methyl-2-chloroacrylate;Methyl-alpha-chloroacrylate;Methylester kyseliny 2-chlorakrylove;Methylester kyseliny 2-chlorakrylove [Czech];NSC 32608;Propenoic acid, 2-chloro-, methyl ester;	120.53	C4H5O2Cl	391.69	213.94	307.51	2.85E+00	1.148e-03	0.14	0.03	1229.36	67.94	70.91	Pred-Propred	Pred-Propred	Pred-Cranium	Pred-Lee_Kesler	Pred-Cranium	Pred-Propred	Pred-Cranium	Pred-Cranium	Exp	Pred-HC	0.91	1.02	1.44	1.56	1.01	2.15	1.34	12.58	1.17	0.90												581.34	44.95	0.35
7	80-73-9	1,3-dimethylimidazolidin-2-one	1,3-Dimethyl-2-imidazolidinone;1,3-Dimethylethyleneurea;1,3-Dimethylimidazolidin-2-one;2-Imidazolidinone, 1,3-dimethyl-;5-24-01-00054 (Beilstein Handbook Reference);80-73-9;BRN 0108808;Dimethyl imidazolidinone;EINECS 201-304-8;Karbomos TsEM;N,N'-Dimethylethyleneurea;N,N'-Dimethylimidazolidinone;N,N'-Dimethylimidazolidone;Rhonite 1;	114.15	C5H10N2O	494.15	281.35	349.65	2.31E-01	2.21e-03	0.14	0.04	1060.00	1257.63	431.18	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-Cranium	Pred-Cranium	Exp	Exp	Pred-HC	2.68	2.60	1.03	15.00	1.38	1.03	1.18	0.53	1.38	1.60												737.33	46.88	0.44
7	81-20-9	1,3-dimethyl-2-nitro-benzene	1,3-Dimethyl-2-nitrobenzene;2,6-Dimethylnitrobenzene;2-Nitro-m-xylene;4-05-00-00948 (Beilstein Handbook Reference);81-20-9;BRN 2046066;Benzene, 1,3-dimethyl-2-nitro-;CCRIS 3119;EINECS 201-333-6;NSC 9811;m-Xylene, 2-nitro-;	151.16	C8H9NO2	499.15	288.15	360.95	2.53E-02	2.57e-03	0.13	0.04	1130.00	1682.44	18.00	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Propred	Exp	Pred-HC	Pred-HC	1.78	1.13	0.75	20.37	0.93	1.30	0.76	1.17	1.10	0.92												749.85	35.21	0.55
7	83-13-6	diethyl 2-phenylpropanedioate	83-13-6;AI3-07022;Diethyl phenylmalonate;EINECS 201-456-5;Malonic acid, phenyl-, diethyl ester (8CI);NSC 53560;Phenylmalonic acid diethyl ester;Propanedioic acid, 2-phenyl-, 1,3-diethyl ester;Propanedioic acid, phenyl-, diethyl ester;	236.26	C13H16O4	556.62	289.65	403.63	1.79E-06	6.03e-03	0.13	0.03	1100.00	2376.86	9.58	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.83	0.82	0.81	8.15	0.63	1.36	0.66	9.59	0.75	0.58												754.05	23.89	0.80
7	83-41-0	1,2-dimethyl-3-nitro-benzene	1,2-Dimethyl-3-nitrobenzene;2,3-Dimethylnitrobenzene;3-Nitro-o-xylene;83-41-0;AI3-29558;Benzene, 1,2-dimethyl-3-nitro-;CCRIS 3117;EINECS 201-474-3;NSC 5402;o-Xylene, 3-nitro-;	151.16	C8H9NO2	513.15	288.15	380.95	4.80E-02	2.45e-03	0.13	0.04	1130.00	1437.18	16.49	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-Propred	Exp	Pred-HC	Pred-HC	1.78	1.13	0.75	20.37	0.93	1.30	0.76	1.17	1.10	0.92												749.85	35.21	0.55
7	84-64-0	O1-butyl O2-cyclohexyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1-butyl 2-cyclohexyl ester;1,2-Benzenedicarboxylic acid, butyl cyclohexyl ester;84-64-0;Butyl cyclohexyl phthalate;CCRIS 6189;Cyclohexyl butyl phthalate;EINECS 201-548-5;HSDB 4488;NSC 69994;Phthalic acid, butyl cyclohexyl ester;Phthalic acid, butyl cyclohexyl ester (8CI);	304.38	C18H24O4	625.60	282.88	457.55	6.37E-07	0.01	0.13	0.03	1100.00	8943.61	1.63	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.47	1.06	0.58	7.39	0.72	0.84	0.62	1.28	0.67	0.74												817.36	16.92	0.71
7	84-66-2	diethyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1,2-diethyl ester;1,2-Benzenedicarboxylic acid, diethyl ester;4-09-00-03172 (Beilstein Handbook Reference);84-66-2;AI3-00329;Anozol;BRN 1912500;CCRIS 2675;DEP;DPX-F5384;Di-n-ethyl phthalate;Diethyl 1,2-benzenedicarboxylate;Diethyl o-phenylenediacetate;Diethyl o-phthalate;Diethyl phthalate;Diethylester kyseliny ftalove;Diethylester kyseliny ftalove [Czech];EINECS 201-550-6;Estol 1550;Ethyl phthalate;HSDB 926;NCI-C60048;NSC 8905;Neantine;Palatinol A;Phthalic acid, diethyl ester;Phthalol;Phthalsaeurediaethylester;Phthalsaeurediaethylester [German];Placidol E;RCRA waste no. U088;RCRA waste number U088;Solvanol;UNII-UF064M00AF;Unimoll DA;o-Benzenedicarboxylic acid diethyl ester;o-Bis(ethoxycarbonyl)benzene;	222.24	C12H14O4	568.15	232.65	428.95	2.80E-04	5.07e-03	0.14	0.03	1120.00	8607.19	17.02	Exp	Exp	Exp	Exp	Pred-HC	Exp	Exp	Exp	Exp	Exp	1.24	0.98	0.68	7.39	0.85	0.96	0.70	1.23	0.78	1.11	5.00		0.44			6.91	2429.69	-72.34	423.65	757.00	Yaws	758.77	22.67	0.62
7	84-74-2	dibutyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester;1,2-Benzenedicarboxylic acid, dibutyl ester;4-09-00-03175 (Beilstein Handbook Reference);84-74-2;AI-3-00283;BRN 1914064;Benzene-o-dicarboxylic acid di-n-butyl ester;Butyl phthalate;CCRIS 2676;Caswell No. 292;Celluflex DPB;DBP;DBP (ester);Di-n-butyl phthalate;Di-n-butylester kyseliny ftalove;Di-n-butylester kyseliny ftalove [Czech];Dibutyl 1,2-benzenedicarboxylate;Dibutyl phthalate;Dibutyl-o-phthalate;EINECS 201-557-4;EPA Pesticide Chemical Code 028001;Elaol;Ergoplast FDB;Ersoplast FDA;Genoplast B;HSDB 922;Hatcol DBP;Hexaplas M/B;Kodaflex DBP;N-Butylphthalate;NSC 6370;PX 104;Palatinol C;Phthalate, di-n-butyl;Phthalate, dibutyl-;Phthalic acid, dibutyl ester;Polycizer DBP;RC Plasticizer DBP;RCRA waste no. U069;RCRA waste number U069;Staflex DBP;UNII-2286E5R2KE;Uniflex DBP;Unimoll db;Witcizer 300;n-Butyl phthalate;o-Benzenedicarboxylic acid, dibutyl ester;ortho-Dibutyl phthalate;	278.34	C16H22O4	613.15	238.15	450.55	2.68E-06	0.01	0.13	0.03	1050.00	7492.69	1.20	Exp	Exp	Exp	Exp	Exp	Exp	Pred-HC	Exp	Exp	Exp	1.45	1.04	0.60	8.67	0.75	0.82	0.63	1.19	0.72	1.16	5.00		0.34			7.09	2657.05	-90.86	238.15	781.00	Yaws	793.77	16.69	0.77
7	84-75-3	dihexyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1,2-dihexyl ester;1,2-Benzenedicarboxylic acid, dihexyl ester;1,2-Benzenedioic acid dihexyl ester;4-09-00-03179 (Beilstein Handbook Reference);84-75-3;AI3-04274;AI3-04274 (USDA);BRN 1886839;Bis(n-hexyl) phthalate;CCRIS 6192;Di-n-hexyl phthalate;Di-n-hexylphthalate;Dihexyl 1,2-benzenedicarboxylate;Dihexyl phthalate;Dihexylester kyseliny ftalove;Dihexylester kyseliny ftalove [Czech];EINECS 201-559-5;HSDB 4490;Hexyl phthalate, 1,2-;N-Dihexyl phthalate;NSC 4817;Phthalic acid, dihexyl ester;	334.45	C20H30O4	614.95	215.15	461.72	1.87E-06	0.01	0.13	0.03	1010.00	29607.12	5.87	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Exp	Exp	Pred-HC	1.58	1.05	0.53	9.70	0.67	0.71	0.57	1.12	0.67	1.17												823.11	12.80	0.92
7	84-76-4	dinonyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1,2-dinonyl ester;1,2-Benzenedicarboxylic acid, dinonyl ester;4-09-00-03183 (Beilstein Handbook Reference);84-76-4;BRN 1916263;Bisoflex 91;Bisoflex DNP;Bisolflex 91;Di-n-nonyl phthalate;Di-n-nonylphthalate (DnNP);Dinonyl 1,2-benzenedicarboxylate;Dinonyl phthalate;Dinonylphthalate;Ditrimethylhexyl phthalate;EINECS 201-560-0;HSDB 365;Nonyl phthalate;Phthalic acid, dinonyl ester;Unimoll DN;	418.61	C26H42O4	678.53	264.11	506.25	8.80E-08	0.04	0.14	0.03	970.00	39574.57	0.82	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.70	1.04	0.45	10.93	0.57	0.59	0.49	1.02	0.61	1.14												859.78	9.10	1.14
7	85-68-7	O1-butyl O2-(phenylmethyl) benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1-butyl 2-(phenylmethyl) ester;1,2-Benzenedicarboxylic acid, butyl phenylmethyl ester;4-09-00-03218 (Beilstein Handbook Reference);58128-78-2;85-68-7;AI3-14777;BBP;BRN 2062204;Benzyl butyl phthalate;Benzyl butylphthalate;Benzyl n-butyl phthalate;Benzyl-butylester kyseliny ftalove;Benzyl-butylester kyseliny ftalove [Czech];Butyl benzyl phthalate;Butyl phenylmethyl 1,2-benzenedicarboxylate;Butylbenzyl phthalate;CCRIS 104;Caswell No. 125G;EINECS 201-622-7;HSDB 2107;NCI-C54375;NSC 71001;Palatinol BB;Phthalic acid, benzyl butyl ester;Santicizer 160;Sicol;Sicol 160;Unimoll BB;n-Butyl benzyl phthalate;	312.36	C19H20O4	643.15	297.06	471.45	1.10E-06	0.02	0.13	0.04	1130.00	2331.83	1.87	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Exp	1.46	0.76	0.56	10.57	0.61	0.96	0.55	1.97	0.68	0.75												839.17	17.16	0.83
7	85-70-1	O2-(2-butoxy-2-oxidanylidene-ethyl) O1-butyl benzene-1,2-dicarboxylate	1,2-Benzenedicarboxylic acid, 1-(2-butoxy-2-oxoethyl) 2-butyl ester;1,2-Benzenedicarboxylic acid, 2-butoxy-2-oxoethyl butyl ester;1,2-Benzenedicarboxylic acid, 2-butoxy-2-oxoethyl, butyl ester;2-Butoxy-2-oxoethyl butyl phthalate;4-09-00-03256 (Beilstein Handbook Reference);85-70-1;AI3-01793;AI3-01793 (USDA);BRN 2007363;Butoxycarbonylmethyl butyl phthalate;Butyl carbobutoxymethyl phthalate;Butyl glycolyl butyl phthalate;Butyl phthalate butyl glycolate;Butyl phthalyl butyl glycolate;Butylcarbobutoxymethyl phthalate;Caswell No. 131B;Dibutyl O-(o-carboxybenzoyl) glycolate;Dibutyl O-(o-carboxybenzoyl)glycolate;Dibutyl o-carboxybenzoyloxyacetate;EINECS 201-624-8;Glycolic acid, butyl ester, butyl phthalate;Glycolic acid, phthalate, dibutyl ester;HSDB 284;Phthalic acid, butoxycarbonylmethyl butyl ester;Phthalic acid, butyl ester, butyl glycolate;Phthalic acid, butyl ester, ester with butyl glycolate;Reomol 4pg;Santicizer B-16;	336.38	C18H24O6	625.97	279.38	449.81	2.49E-07	0.01	0.14	0.03	1120.00	6996.52	4.55	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	1.18	0.72	0.54	5.30	0.63	0.94	0.51	2.43	0.55	0.67												826.56	14.55	0.99
7	85-91-6	methyl 2-(methylamino)benzoate	2-Methylaminomethyl benzoate;4-14-00-01016 (Beilstein Handbook Reference);85-91-6;AI3-03340;Anthranilic acid, N-methyl-, methyl ester;BRN 0607217;Benzoic acid, 2-(methylamino)-, methyl ester;CCRIS 2846;Dimethyl anthranilate;Dimethyl anthranilate (natural);EINECS 201-642-6;FEMA No. 2718;HSDB 2784;Methyl 2-(methylamino)benzoate;Methyl N-methyl anthranilate;Methyl N-methyl-o-anthranilate;Methyl N-methylanthranilate;Methyl methanthranilate;Methyl methylaminobenzoate;Methyl methylanthranilate;Methyl o-(methylamino)benzoate;Methyl-N-methylanthranilate;N-Methylanthranilic acid, methyl ester;NSC 9406;UNII-5Z37T562P9;	165.19	C9H11NO2	528.15	292.15	386.37	7.44E-04	4.97e-03	0.14	0.04	1130.00	2147.90	28.91	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Exp	Pred-HC	Pred-HC	1.33	0.96	0.66	9.42	1.20	0.89	0.69	0.73	0.80	1.00												756.97	31.51	0.57
